"1_A4-format;A4-format;A4-format;;substantiv intetkøn;noun;A4 format;A4 format;;;;"
"1_argument;argument;argumenter;;substantiv intetkøn flertal ubestemt;noun plural indefinite;argument;arguments;;;;"
"1_argument;argument;argumentet;;substantiv intetkøn ental bestemt;noun singular definite;argument;the argument;;;;"
"1_argumentere;argumentere;argumentere;;verbum;verb;argue;argue;;Nogle mennesker elsker at argumentere.;Some people love to argue.;"
"1_arianisme;arianisme;arianisme;;substantiv fælleskøn;noun;Arianism;Arianism;;;;"
"1_arianisme;arianisme;arianismen;;substantiv fælleskøn ental bestemt;noun singular definite;Arianism;the Arianism;;;;"
"1_aristokrati;aristokrati;aristokrati;;substantiv intetkøn;noun;aristocracy;aristocracy;;;;"
"1_aristokrati;aristokrati;aristokratierne;;substantiv intetkøn flertal bestemt;noun plural definite;aristocracy;the aristocracies;;;;"
"1_aristokrati;aristokrati;aristokratier;;substantiv intetkøn flertal ubestemt;noun plural indefinite;aristocracy;aristocracies;;;;"
"1_aristokrati;aristokrati;aristokratiet;;substantiv intetkøn ental bestemt;noun singular definite;aristocracy;the aristocracy;;;;"
1_aristokratisk;aristokratisk;aristokratisk;;adjektiv;adjective;aristocratic;aristocratic;;;;
"1_aritmetik;aritmetik;aritmetik;;substantiv fælleskøn;noun;arithmetic;arithmetic;;;;"
"1_aritmetik;aritmetik;aritmetikken;;substantiv fælleskøn ental bestemt;noun singular definite;arithmetic;the arithmetic;;;;"
"1_ark;ark;ark;;substantiv intetkøn;noun;sheet;sheet;;;;"
"1_ark;ark;arkerne;;substantiv fælleskøn flertal bestemt;noun plural definite;sheet;the sheets;;;;"
"1_ark;ark;arkene;;substantiv intetkøn flertal bestemt;noun plural definite;sheet;the sheets;;;;"
"1_ark;ark;arker;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;sheet;sheets;;;;"
"1_ark;ark;ark;;substantiv intetkøn flertal ubestemt;noun plural indefinite;sheet;sheets;;;;"
"1_ark;ark;arken;;substantiv fælleskøn ental bestemt;noun singular definite;sheet;the sheet;;;;"
"1_ark;ark;arket;;substantiv intetkøn ental bestemt;noun singular definite;sheet;the sheet;;;;"
"1_arkade;arkade;arkade;;substantiv fælleskøn;noun;arcade;arcade;;;;"
"1_arkade;arkade;arkaderne;;substantiv fælleskøn flertal bestemt;noun plural definite;arcade;the arcades;;;;"
"1_arkade;arkade;arkader;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;arcade;arcades;;;;"
"1_arkade;arkade;arkaden;;substantiv fælleskøn ental bestemt;noun singular definite;arcade;the arcade;;;;"
1_arkaisk;arkaisk;arkaisk;;adjektiv;adjective;archaic;archaic;;;;
"1_arkaisk;arkaisk;arkaiske;;adjektiv flertal;adjective plural;archaic;archaic;;;;"
"1_arkaisk;arkaisk;arkaisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;archaic;archaic;;;;"
"1_arkaisk;arkaisk;arkaisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;archaic;archaic;;;;"
"1_arkaisk;arkaisk;arkaiske;;adjektiv ental bestemt;adjective singular definite;archaic;the archaic;;;;"
1_arketypisk;arketypisk;arketypisk;;adjektiv;adjective;archetypal;archetypal;;;;
"1_arketypisk;arketypisk;arketypiske;;adjektiv flertal;adjective plural;archetypal;archetypal;;;;"
"1_arketypisk;arketypisk;arketypisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;archetypal;archetypal;;;;"
"1_arketypisk;arketypisk;arketypisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;archetypal;archetypal;;;;"
1_arketypisk;arketypisk;arketypisk;;adjektiv;adjective;archetypical;archetypical;;;;
"1_arketypisk;arketypisk;arketypiske;;adjektiv flertal;adjective plural;archetypical;archetypical;;;;"
"1_arketypisk;arketypisk;arketypisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;archetypical;archetypical;;;;"
"1_arketypisk;arketypisk;arketypisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;archetypical;archetypical;;;;"
"1_arketypisk;arketypisk;arketypiske;;adjektiv ental bestemt;adjective singular definite;archetypal;the archetypal;;;;"
"1_arketypisk;arketypisk;arketypiske;;adjektiv ental bestemt;adjective singular definite;archetypical;the archetypical;;;;"
"1_arkitekt;arkitekt;arkitekt;;substantiv fælleskøn;noun;architect;architect;;Jeg ved han kender nogle arkitekter.;I know he knows some architects.;"
"1_arkitekt;arkitekt;arkitekterne;;substantiv fælleskøn flertal bestemt;noun plural definite;architect;the architects;;Jeg ved han kender nogle arkitekter.;I know he knows some architects.;"
"1_arkitekt;arkitekt;arkitekter;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;architect;architects;;Jeg ved han kender nogle arkitekter.;I know he knows some architects.;"
"1_arkitekt;arkitekt;arkitekten;;substantiv fælleskøn ental bestemt;noun singular definite;architect;the architect;;Jeg ved han kender nogle arkitekter.;I know he knows some architects.;"
1_arkitektonisk;arkitektonisk;arkitektonisk;;adjektiv;adjective;architectural;architectural;;;;
"1_arkitektonisk;arkitektonisk;arkitektoniske;;adjektiv flertal;adjective plural;architectural;architectural;;;;"
"1_arkitektonisk;arkitektonisk;arkitektonisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;architectural;architectural;;;;"
"1_arkitektonisk;arkitektonisk;arkitektonisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;architectural;architectural;;;;"
"1_arkitektonisk;arkitektonisk;arkitektoniske;;adjektiv ental bestemt;adjective singular definite;architectural;the architectural;;;;"
"1_arkitektur;arkitektur;arkitektur;;substantiv fælleskøn;noun;architecture;architecture;;;;"
"1_arkitektur;arkitektur;arkitekturerne;;substantiv fælleskøn flertal bestemt;noun plural definite;architecture;the architectures;;;;"
"1_arkitektur;arkitektur;arkitekturer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;architecture;architectures;;;;"
"1_arkitektur;arkitektur;arkitekturen;;substantiv fælleskøn ental bestemt;noun singular definite;architecture;the architecture;;;;"
"1_arkiv;arkiv;arkiv;;substantiv intetkøn;noun;archive;archive;;;;"
"1_arkiv;arkiv;arkiverne;;substantiv intetkøn flertal bestemt;noun plural definite;archive;the archives;;;;"
"1_arkiv;arkiv;arkiver;;substantiv intetkøn flertal ubestemt;noun plural indefinite;archive;archives;;;;"
"1_arkiv;arkiv;arkivet;;substantiv intetkøn ental bestemt;noun singular definite;archive;the archive;;;;"
1_arkiv;arkiv;arkiv;;substantiv;noun;files;files;;;;
1_arkiv;arkiv;arkiv;;substantiv;noun;records;records;;;;
"1_Arktis;Arktis;Arktis;;substantiv intetkøn;noun;Arctic;Arctic;;Hvorfor er der i Antarktis ingen isbjørne og i Arktis ingen pingviner?;Why are there no polar bears in Antarctica and no penguins in the Arctic?;"
1_arktisk;arktisk;arktisk;;adjektiv;adjective;Arctic;Arctic;;;;
"1_arktisk;arktisk;arktiske;;adjektiv flertal;adjective plural;Arctic;Arctic;;;;"
"1_arktisk;arktisk;arktisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;Arctic;Arctic;;;;"
"1_arktisk;arktisk;arktisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;Arctic;Arctic;;;;"
"1_arktisk;arktisk;arktiske;;adjektiv ental bestemt;adjective singular definite;Arctic;the Arctic;;;;"
"1_arkæoastronomi;arkæoastronomi;arkæoastronomi;amerikansk;substantiv fælleskøn;noun;archeoastronomy;archeoastronomy;american;;;"
1_arkæoastronomisk;arkæoastronomisk;arkæoastronomisk;;adjektiv;adjective;archaeoastronomical;archaeoastronomical;;;;
"1_arkæolog;arkæolog;arkæolog;;substantiv fælleskøn;noun;archaeologist;archaeologist;;Jeg er arkæolog.;I'm an archaeologist.;"
"1_arkæolog;arkæolog;arkæologerne;;substantiv fælleskøn flertal bestemt;noun plural definite;archaeologist;the archaeologists;;Jeg er arkæolog.;I'm an archaeologist.;"
"1_arkæolog;arkæolog;arkæologer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;archaeologist;archaeologists;;Jeg er arkæolog.;I'm an archaeologist.;"
"1_arkæolog;arkæolog;arkæologen;;substantiv fælleskøn ental bestemt;noun singular definite;archaeologist;the archaeologist;;Jeg er arkæolog.;I'm an archaeologist.;"
"1_arkæolog;arkæolog;arkæolog;amerikansk;substantiv fælleskøn;noun;archeologist;archeologist;american;;;"
"1_arkæologi;arkæologi;arkæologi;;substantiv fælleskøn;noun;archaeology;archaeology;;;;"
"1_arkæologi;arkæologi;arkæologien;;substantiv fælleskøn ental bestemt;noun singular definite;archaeology;the archaeology;;;;"
"1_arkæologi;arkæologi;arkæologi;amerikansk;substantiv fælleskøn;noun;archeology;archeology;american;;;"
1_arkæologisk;arkæologisk;arkæologisk;;adjektiv;adjective;archaeological;archaeological;;;;
"1_arkæologisk;arkæologisk;arkæologiske;;adjektiv flertal;adjective plural;archaeological;archaeological;;;;"
"1_arkæologisk;arkæologisk;arkæologisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;archaeological;archaeological;;;;"
"1_arkæologisk;arkæologisk;arkæologisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;archaeological;archaeological;;;;"
1_arkæologisk;arkæologisk;arkæologisk;amerikansk;adjektiv;adjective;archeological;archeological;american;;;
"1_arkæologisk;arkæologisk;arkæologiske;;adjektiv ental bestemt;adjective singular definite;archaeological;the archaeological;;;;"
"1_arm;arm;arm;;substantiv fælleskøn;noun;arm;arm;;Du brækkede din arm.;You broke your arm.;"
"1_arm;arm;armene;;substantiv fælleskøn flertal bestemt;noun plural definite;arm;the arms;;Du brækkede din arm.;You broke your arm.;"
"1_arm;arm;arme;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;arm;arms;;Du brækkede din arm.;You broke your arm.;"
"1_arm;arm;armen;;substantiv fælleskøn ental bestemt;noun singular definite;arm;the arm;;Du brækkede din arm.;You broke your arm.;"
1_arm;arm;arm;;adjektiv;adjective;poor;poor;;;;
"1_arm;arm;arme;;adjektiv flertal;adjective plural;poor;poor;;;;"
"1_arm;arm;arm;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;poor;poor;;;;"
"1_arm;arm;armt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;poor;poor;;;;"
"1_arm;arm;arme;;adjektiv ental bestemt;adjective singular definite;poor;the poor;;;;"
"1_armaturer;armaturer;armaturer;;substantiv flertal;noun;fittings;fittings;;;;"
"1_armbånd;armbånd;armbånd;;substantiv intetkøn;noun;bracelet;bracelet;;;;"
"1_armbånd;armbånd;armbåndene;;substantiv intetkøn flertal bestemt;noun plural definite;bracelet;the bracelets;;;;"
"1_armbånd;armbånd;armbånd;;substantiv intetkøn flertal ubestemt;noun plural indefinite;bracelet;bracelets;;;;"
"1_armbånd;armbånd;armbåndet;;substantiv intetkøn ental bestemt;noun singular definite;bracelet;the bracelet;;;;"
"1_armbåndsur;armbåndsur;armbåndsur;;substantiv intetkøn;noun;wrist watch;wrist watch;;;;"
1_armé;armé;armé;;substantiv;noun;army;army;;;;
"1_armé;armé;arméerne;;substantiv fælleskøn flertal bestemt;noun plural definite;army;the armies;;;;"
"1_armé;armé;arméer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;army;armies;;;;"
"1_armé;armé;arméen;;substantiv fælleskøn ental bestemt;noun singular definite;army;the army;;;;"
"1_Armenien;Armenien;Armenien;;substantiv;noun;Armenia;Armenia;;Har I bøger om Armenien?;Do you have any books about Armenia?;"
1_armensk;armensk;armensk;;adjektiv;adjective;Armenian;Armenian;;;;
"1_armensk;armensk;armenske;;adjektiv flertal;adjective plural;Armenian;Armenian;;;;"
"1_armensk;armensk;armensk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;Armenian;Armenian;;;;"
"1_armensk;armensk;armensk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;Armenian;Armenian;;;;"
"1_armensk;armensk;armenske;;adjektiv ental bestemt;adjective singular definite;Armenian;the Armenian;;;;"
"1_armeret_beton;armeret beton;armeret beton;;substantiv fælleskøn;noun;reinforced concrete;reinforced concrete;;;;"
"1_armhule;armhule;armhule;;substantiv fælleskøn;noun;armpit;armpit;;;;"
"1_armhule;armhule;armhulerne;;substantiv fælleskøn flertal bestemt;noun plural definite;armpit;the armpits;;;;"
"1_armhule;armhule;armhuler;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;armpit;armpits;;;;"
"1_armhule;armhule;armhulen;;substantiv fælleskøn ental bestemt;noun singular definite;armpit;the armpit;;;;"
"1_armstol;armstol;armstol;;substantiv fælleskøn;noun;armchair;armchair;;;;"
"1_armstol;armstol;armstolene;;substantiv fælleskøn flertal bestemt;noun plural definite;armchair;the arm-chairs;;;;"
"1_armstol;armstol;armstole;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;armchair;arm-chairs;;;;"
"1_armstol;armstol;armstolen;;substantiv fælleskøn ental bestemt;noun singular definite;armchair;the arm-chair;;;;"
1_aroma;aroma;aroma;;substantiv;noun;aroma;aroma;;;;
"1_aroma;aroma;aromaerne;;substantiv fælleskøn flertal bestemt;noun plural definite;aroma;the aromas;;;;"
"1_aroma;aroma;aromaer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;aroma;aromas;;;;"
"1_aroma;aroma;aromaen;;substantiv fælleskøn ental bestemt;noun singular definite;aroma;the aroma;;;;"
1_aroma;aroma;aroma;;substantiv;noun;flavour;flavour;;;;
"1_aroma;aroma;aromaerne;;substantiv fælleskøn flertal bestemt;noun plural definite;flavour;the flavours;;;;"
"1_aroma;aroma;aromaer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;flavour;flavours;;;;"
"1_aroma;aroma;aromaen;;substantiv fælleskøn ental bestemt;noun singular definite;flavour;the flavour;;;;"
1_aromatisk;aromatisk;aromatisk;;adjektiv;adjective;aromatic;aromatic;;;;
"1_aromatisk;aromatisk;aromatiske;;adjektiv flertal;adjective plural;aromatic;aromatic;;;;"
"1_aromatisk;aromatisk;aromatisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;aromatic;aromatic;;;;"
"1_aromatisk;aromatisk;aromatisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;aromatic;aromatic;;;;"
"1_aromatisk;aromatisk;aromatiske;;adjektiv ental bestemt;adjective singular definite;aromatic;the aromatic;;;;"
"1_arrangement;arrangement;arrangement;;substantiv intetkøn;noun;arrangement;arrangement;;;;"
"1_arrangement;arrangement;arrangementerne;;substantiv intetkøn flertal bestemt;noun plural definite;arrangement;the arrangements;;;;"
"1_arrangement;arrangement;arrangementer;;substantiv intetkøn flertal ubestemt;noun plural indefinite;arrangement;arrangements;;;;"
"1_arrangement;arrangement;arrangementet;;substantiv intetkøn ental bestemt;noun singular definite;arrangement;the arrangement;;;;"
"1_arrestation;arrestation;arrestation;;substantiv fælleskøn;noun;arrest;arrest;;;;"
"1_arrestation;arrestation;arrestationerne;;substantiv fælleskøn flertal bestemt;noun plural definite;arrest;the arrests;;;;"
"1_arrestation;arrestation;arrestationer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;arrest;arrests;;;;"
"1_arrestation;arrestation;arrestationen;;substantiv fælleskøn ental bestemt;noun singular definite;arrest;the arrest;;;;"
"1_arrestere;arrestere;arrestere;;verbum;verb;arrest;arrest;;Du kan ikke arrestere mig for at være en klovn.;You can't arrest me for being a clown.;"
"1_arrestere;arrestere;arrestere;;verbum;verb;arrest;arrest;;Du kan ikke arrestere mig for at være en klovn.;You can't arrest me for being a clown.;"
"1_arrestere;arrestere;arresterede;;verbum datid;verb past tense;arrest;arrested;;Du kan ikke arrestere mig for at være en klovn.;You can't arrest me for being a clown.;"
"1_arrestere;arrestere;arresterer;;verbum nutid;verb present 3rd person singular;arrest;arrests;;Du kan ikke arrestere mig for at være en klovn.;You can't arrest me for being a clown.;"
"1_arrestere;arrestere;arresterer;;verbum nutid;verb present non 3rd person;arrest;arrest;;Du kan ikke arrestere mig for at være en klovn.;You can't arrest me for being a clown.;"
"1_arrogant;arrogant;arrogant;;adjektiv;adjective;arrogant;arrogant;;Han er meget klog og alligevel ikke arrogant.;He is very smart and yet not arrogant.;"
"1_arrogant;arrogant;arrogante;;adjektiv flertal;adjective plural;arrogant;arrogant;;Han er meget klog og alligevel ikke arrogant.;He is very smart and yet not arrogant.;"
"1_arrogant;arrogant;arrogant;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;arrogant;arrogant;;Han er meget klog og alligevel ikke arrogant.;He is very smart and yet not arrogant.;"
"1_arrogant;arrogant;arrogant;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;arrogant;arrogant;;Han er meget klog og alligevel ikke arrogant.;He is very smart and yet not arrogant.;"
"1_arrogant;arrogant;arrogante;;adjektiv ental bestemt;adjective singular definite;arrogant;the arrogant;;Han er meget klog og alligevel ikke arrogant.;He is very smart and yet not arrogant.;"
"1_arsen;arsen;arsen;;substantiv intetkøn;noun;arsenic;arsenic;;;;"
"1_art;art;art;;substantiv fælleskøn;noun singular;species;species;;Den sidste han af denne art døde sidste år.;The last male of that species died last year.;"
"1_arterie;arterie;arterie;;substantiv fælleskøn;noun;artery;artery;;;;"
"1_arterie;arterie;arterierne;;substantiv fælleskøn flertal bestemt;noun plural definite;artery;the arteries;;;;"
"1_arterie;arterie;arterier;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;artery;arteries;;;;"
"1_arterie;arterie;arterien;;substantiv fælleskøn ental bestemt;noun singular definite;artery;the artery;;;;"
1_arteriel;arteriel;arteriel;;adjektiv;adjective;arterial;arterial;;;;
"1_arteriel;arteriel;arterielle;;adjektiv flertal;adjective plural;arterial;arterial;;;;"
"1_arteriel;arteriel;arteriel;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;arterial;arterial;;;;"
"1_arteriel;arteriel;arterielt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;arterial;arterial;;;;"
"1_arteriel;arteriel;arterielle;;adjektiv ental bestemt;adjective singular definite;arterial;the arterial;;;;"
"1_artikel;artikel;artikel;;substantiv;noun;article;article;;Jeg kan lide din artikel.;I like your article.;"
"1_artikel;artikel;artikel;;substantiv fælleskøn;noun;article;article;;Jeg kan lide din artikel.;I like your article.;"
"1_artikel;artikel;artiklerne;;substantiv fælleskøn flertal bestemt;noun plural definite;article;the articles;;Jeg kan lide din artikel.;I like your article.;"
"1_artikel;artikel;artikler;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;article;articles;;Jeg kan lide din artikel.;I like your article.;"
"1_artikel;artikel;artiklen;;substantiv fælleskøn ental bestemt;noun singular definite;article;the article;;Jeg kan lide din artikel.;I like your article.;"
"1_artikel;artikel;artikel;;substantiv fælleskøn;noun;item;item;;Vær venlig ikke at sende artiklen endnu.;Please do not send the item yet.;"
"1_artikel;artikel;artiklerne;;substantiv fælleskøn flertal bestemt;noun plural definite;item;the items;;Vær venlig ikke at sende artiklen endnu.;Please do not send the item yet.;"
"1_artikel;artikel;artikler;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;item;items;;Vær venlig ikke at sende artiklen endnu.;Please do not send the item yet.;"
"1_artikel;artikel;artiklen;;substantiv fælleskøn ental bestemt;noun singular definite;item;the item;;Vær venlig ikke at sende artiklen endnu.;Please do not send the item yet.;"
1_artilleri;artilleri;artilleri;;substantiv;noun;artillery;artillery;;;;
"1_artilleri;artilleri;artilleri;;substantiv intetkøn;noun;artillery;artillery;;;;"
"1_artilleri;artilleri;artillerierne;;substantiv intetkøn flertal bestemt;noun plural definite;artillery;the artilleries;;;;"
"1_artilleri;artilleri;artillerier;;substantiv intetkøn flertal ubestemt;noun plural indefinite;artillery;artilleries;;;;"
"1_artilleri;artilleri;artilleriet;;substantiv intetkøn ental bestemt;noun singular definite;artillery;the artillery;;;;"
"1_artiskok;artiskok;artiskok;;substantiv fælleskøn;noun;artichoke;artichoke;;;;"
"1_artiskok;artiskok;artiskokkerne;;substantiv fælleskøn flertal bestemt;noun plural definite;artichoke;the artichokes;;;;"
"1_artiskok;artiskok;artiskokker;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;artichoke;artichokes;;;;"
"1_artiskok;artiskok;artiskokken;;substantiv fælleskøn ental bestemt;noun singular definite;artichoke;the artichoke;;;;"
1_artist;artist;artist;;substantiv;noun;artist;artist;;;;
"1_artist;artist;artisterne;;substantiv fælleskøn flertal bestemt;noun plural definite;artist;the artists;;;;"
"1_artist;artist;artister;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;artist;artists;;;;"
"1_artist;artist;artisten;;substantiv fælleskøn ental bestemt;noun singular definite;artist;the artist;;;;"
1_arv;arv;arv;;substantiv;noun;inheritance;inheritance;;;;
"1_arv;arv;arven;;substantiv fælleskøn ental bestemt;noun singular definite;inheritance;the inheritance;;;;"
"1_arve;arve;arve;;verbum;verb;inherit;inherit;;Jeg købte et hus med de penge som jeg arvede efter min bedstefar.;I bought a house with the money that I inherited from my grandfather.;"
"1_arve;arve;arvede;;verbum datid;verb past tense;inherit;inherited;;Jeg købte et hus med de penge som jeg arvede efter min bedstefar.;I bought a house with the money that I inherited from my grandfather.;"
"1_arve;arve;arver;;verbum nutid;verb present 3rd person singular;inherit;inherits;;Jeg købte et hus med de penge som jeg arvede efter min bedstefar.;I bought a house with the money that I inherited from my grandfather.;"
"1_arve;arve;arver;;verbum nutid;verb present non 3rd person;inherit;inherit;;Jeg købte et hus med de penge som jeg arvede efter min bedstefar.;I bought a house with the money that I inherited from my grandfather.;"
"1_arve_noget_efter_nogen;arve noget efter nogen;arve noget efter nogen;;verbum;verb;inherit something from somebody;inherit something from somebody;;;;"
"1_asbest;asbest;asbest;;substantiv fælleskøn;noun;asbestos;asbestos;;;;"
"1_asbest;asbest;asbesten;;substantiv fælleskøn ental bestemt;noun singular definite;asbestos;the asbestos;;;;"
"1_asbestose;asbestose;asbestose;;substantiv fælleskøn;noun;asbestosis;asbestosis;;;;"
"1_asbestose;asbestose;asbestosen;;substantiv fælleskøn ental bestemt;noun singular definite;asbestosis;the asbestosis;;;;"
"1_Aserbajdsjan;Aserbajdsjan;Aserbajdsjan;;substantiv intetkøn;noun;Azerbaijan;Azerbaijan;;;;"
"1_aserbajdsjaner;aserbajdsjaner;aserbajdsjaner;;substantiv fælleskøn;noun;Azerbaijani;Azerbaijani;;;;"
"1_aserbajdsjaner;aserbajdsjaner;aserbajdsjanerne;;substantiv fælleskøn flertal bestemt;noun plural definite;Azerbaijani;the Azerbaijanis;;;;"
"1_aserbajdsjaner;aserbajdsjaner;aserbajdsjanere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;Azerbaijani;Azerbaijanis;;;;"
"1_aserbajdsjaner;aserbajdsjaner;aserbajdsjaneren;;substantiv fælleskøn ental bestemt;noun singular definite;Azerbaijani;the Azerbaijani;;;;"
"1_asfalt;asfalt;asfalt;;substantiv fælleskøn;noun;asphalt;asphalt;;Hvad er asfalt lavet af?;What's asphalt made of?;"
"1_asfalt;asfalt;asfalten;;substantiv fælleskøn ental bestemt;noun singular definite;asphalt;the asphalt;;Hvad er asfalt lavet af?;What's asphalt made of?;"
"1_asiat;asiat;asiat;;substantiv fælleskøn;noun;Asian;Asian;;;;"
"1_asiat;asiat;asiaterne;;substantiv fælleskøn flertal bestemt;noun plural definite;Asian;the Asians;;;;"
"1_asiat;asiat;asiater;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;Asian;Asians;;;;"
"1_asiat;asiat;asiaten;;substantiv fælleskøn ental bestemt;noun singular definite;Asian;the Asian;;;;"
1_asiatisk;asiatisk;asiatisk;;adjektiv;adjective;Asian;Asian;;;;
"1_asiatisk;asiatisk;asiatiske;;adjektiv flertal;adjective plural;Asian;Asian;;;;"
"1_asiatisk;asiatisk;asiatisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;Asian;Asian;;;;"
"1_asiatisk;asiatisk;asiatisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;Asian;Asian;;;;"
"1_asiatisk;asiatisk;asiatiske;;adjektiv ental bestemt;adjective singular definite;Asian;the Asian;;;;"
"1_asie;asie;asie;;substantiv fælleskøn;noun;gherkin;gherkin;;;;"
"1_asie;asie;asierne;;substantiv fælleskøn flertal bestemt;noun plural definite;gherkin;the gherkins;;;;"
"1_asie;asie;asier;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;gherkin;gherkins;;;;"
"1_asie;asie;asien;;substantiv fælleskøn ental bestemt;noun singular definite;gherkin;the gherkin;;;;"
"1_Asien;Asien;Asien;;substantiv intetkøn;noun;Asia;Asia;;Thailand ligger i Asien.;Thailand is in Asia.;"
"1_ask;ask;ask;;substantiv;noun;ash;ash;;Alt var brændt til aske.;Everything was burnt to ashes.;"
"1_ask;ask;askene;;substantiv fælleskøn flertal bestemt;noun plural definite;ash;the ashes;;Alt var brændt til aske.;Everything was burnt to ashes.;"
"1_ask;ask;aske;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;ash;ashes;;Alt var brændt til aske.;Everything was burnt to ashes.;"
"1_ask;ask;asken;;substantiv fælleskøn ental bestemt;noun singular definite;ash;the ash;;Alt var brændt til aske.;Everything was burnt to ashes.;"
"1_aske;aske;aske;;substantiv fælleskøn;noun;ash;ash;;;;"
"1_aske;aske;askerne;;substantiv fælleskøn flertal bestemt;noun plural definite;ash;the ashes;;;;"
"1_aske;aske;asker;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;ash;ashes;;;;"
"1_aske;aske;asken;;substantiv fælleskøn ental bestemt;noun singular definite;ash;the ash;;;;"
1_aske;aske;aske;;substantiv;noun;cinder;cinder;;;;
"1_aske;aske;askerne;;substantiv fælleskøn flertal bestemt;noun plural definite;cinder;the cinders;;;;"
"1_aske;aske;asker;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;cinder;cinders;;;;"
"1_aske;aske;asken;;substantiv fælleskøn ental bestemt;noun singular definite;cinder;the cinder;;;;"
"1_askebæger;askebæger;askebæger;;substantiv intetkøn;noun;ashtray;ashtray;;;;"
"1_askebæger;askebæger;askebægerne;;substantiv intetkøn flertal bestemt;noun plural definite;ashtray;the ashtrays;;;;"
"1_askebæger;askebæger;askebægrene;;substantiv intetkøn flertal bestemt;noun plural definite;ashtray;the ashtrays;;;;"
"1_askebæger;askebæger;askebægere;;substantiv intetkøn flertal ubestemt;noun plural indefinite;ashtray;ashtrays;;;;"
"1_askebæger;askebæger;askebægre;;substantiv intetkøn flertal ubestemt;noun plural indefinite;ashtray;ashtrays;;;;"
"1_askebæger;askebæger;askebægeret;;substantiv intetkøn ental bestemt;noun singular definite;ashtray;the ashtray;;;;"
"1_askebæger;askebæger;askebægret;;substantiv intetkøn ental bestemt;noun singular definite;ashtray;the ashtray;;;;"
"1_askeonsdag;askeonsdag;askeonsdag;;substantiv fælleskøn;noun;Ash Wednesday;Ash Wednesday;;;;"
"1_askeonsdag;askeonsdag;askeonsdagen;;substantiv fælleskøn ental bestemt;noun singular definite;Ash Wednesday;the Ash Wednesday;;;;"
1_asketræ;asketræ;asketræ;;substantiv;noun;ash;ash;;;;
"1_asketræ;asketræ;asketræerne;;substantiv intetkøn flertal bestemt;noun plural definite;ash;the ashes;;;;"
"1_asketræ;asketræ;asketræer;;substantiv intetkøn flertal ubestemt;noun plural indefinite;ash;ashes;;;;"
"1_asketræ;asketræ;asketræet;;substantiv intetkøn ental bestemt;noun singular definite;ash;the ash;;;;"
"1_askorbinsyre;askorbinsyre;askorbinsyre;;substantiv fælleskøn;noun;ascorbic acid;ascorbic acid;;;;"
"1_askorbinsyre;askorbinsyre;askorbinsyren;;substantiv fælleskøn ental bestemt;noun singular definite;ascorbic acid;the ascorbic acid;;;;"
