"1_A4-format;A4-format;A4-format;;substantiv intetkøn;noun;A4 format;A4 format;;;;"
"1_barnebarn;barnebarn;barnebarn;;substantiv;noun;grandson;grandson;;Hvor er dit barnebarn?;Where's your grandson?;"
"1_barnebarn;barnebarn;barnebarn;;substantiv intetkøn;noun;grandson;grandson;;Hvor er dit barnebarn?;Where's your grandson?;"
"1_barnebarn;barnebarn;børnebørnene;;substantiv intetkøn flertal bestemt;noun plural definite;grandson;the grandsons;;Hvor er dit barnebarn?;Where's your grandson?;"
"1_barnebarn;barnebarn;børnebørn;;substantiv intetkøn flertal ubestemt;noun plural indefinite;grandson;grandsons;;Hvor er dit barnebarn?;Where's your grandson?;"
"1_barnebarn;barnebarn;barnebarnet;;substantiv intetkøn ental bestemt;noun singular definite;grandson;the grandson;;Hvor er dit barnebarn?;Where's your grandson?;"
"1_barnedåb;barnedåb;barnedåb;;substantiv fælleskøn;noun;christening;christening;;;;"
"1_barnedåb;barnedåb;barnedåbene;;substantiv fælleskøn flertal bestemt;noun plural definite;christening;the christenings;;;;"
"1_barnedåb;barnedåb;barnedåb;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;christening;christenings;;;;"
"1_barnedåb;barnedåb;barnedåben;;substantiv fælleskøn ental bestemt;noun singular definite;christening;the christening;;;;"
"1_barnemad;barnemad;barnemad;talemåde;;;easy as pie;easy as pie;idiom;;;"
"1_barnepige;barnepige;barnepige;;substantiv fælleskøn;noun;nanny;nanny;;Er du den nye barnepige?;Are you the new nanny?;"
"1_barnepige;barnepige;barnepigerne;;substantiv fælleskøn flertal bestemt;noun plural definite;nanny;the nannies;;Er du den nye barnepige?;Are you the new nanny?;"
"1_barnepige;barnepige;barnepiger;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;nanny;nannies;;Er du den nye barnepige?;Are you the new nanny?;"
"1_barnepige;barnepige;barnepigen;;substantiv fælleskøn ental bestemt;noun singular definite;nanny;the nanny;;Er du den nye barnepige?;Are you the new nanny?;"
"1_barnesoldat;barnesoldat;barnesoldat;;substantiv;noun;child solder;child solder;;;;"
"1_barnevogn;barnevogn;barnevogn;;substantiv;noun;baby carriage;baby carriage;;;;"
"1_barnevogn;barnevogn;barnevognene;;substantiv fælleskøn flertal bestemt;noun plural definite;baby carriage;the baby carriages;;;;"
"1_barnevogn;barnevogn;barnevogne;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;baby carriage;baby carriages;;;;"
"1_barnevogn;barnevogn;barnevognen;;substantiv fælleskøn ental bestemt;noun singular definite;baby carriage;the baby carriage;;;;"
"1_barnevogn;barnevogn;barnevogn;britisk;substantiv fælleskøn;noun;pram;pram;british;;;"
"1_barnevogn;barnevogn;barnevognene;;substantiv fælleskøn flertal bestemt;noun plural definite;pram;the prams;;;;"
"1_barnevogn;barnevogn;barnevogne;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;pram;prams;;;;"
"1_barnevogn;barnevogn;barnevognen;;substantiv fælleskøn ental bestemt;noun singular definite;pram;the pram;;;;"
"1_barnlig;barnlig;barnlig;;adjektiv;adjective;childish;childish;;Hans måde at tænke på er meget barnlig.;His way of thinking is very childish.;"
"1_barnlig;barnlig;barnlige;;adjektiv flertal;adjective plural;childish;childish;;Hans måde at tænke på er meget barnlig.;His way of thinking is very childish.;"
"1_barnlig;barnlig;barnlig;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;childish;childish;;Hans måde at tænke på er meget barnlig.;His way of thinking is very childish.;"
"1_barnlig;barnlig;barnligt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;childish;childish;;Hans måde at tænke på er meget barnlig.;His way of thinking is very childish.;"
"1_barnlig;barnlig;barnlige;;adjektiv ental bestemt;adjective singular definite;childish;the childish;;Hans måde at tænke på er meget barnlig.;His way of thinking is very childish.;"
1_barnløs;barnløs;barnløs;;adjektiv;adjective;childless;childless;;;;
"1_barnløs;barnløs;barnløse;;adjektiv flertal;adjective plural;childless;childless;;;;"
"1_barnløs;barnløs;barnløs;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;childless;childless;;;;"
"1_barnløs;barnløs;barnløst;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;childless;childless;;;;"
"1_barnløs;barnløs;barnløse;;adjektiv ental bestemt;adjective singular definite;childless;the childless;;;;"
1_barometer;barometer;barometer;;substantiv;noun;barometer;barometer;;;;
"1_barometer;barometer;barometrene;;substantiv intetkøn flertal bestemt;noun plural definite;barometer;the barometers;;;;"
"1_barometer;barometer;barometre;;substantiv intetkøn flertal ubestemt;noun plural indefinite;barometer;barometers;;;;"
"1_barometer;barometer;barometeret;;substantiv intetkøn ental bestemt;noun singular definite;barometer;the barometer;;;;"
"1_barometer;barometer;barometret;;substantiv intetkøn ental bestemt;noun singular definite;barometer;the barometer;;;;"
"1_baronesse;baronesse;baronesse;;substantiv fælleskøn;noun;baroness;baroness;;;;"
"1_baronesse;baronesse;baronesserne;;substantiv fælleskøn flertal bestemt;noun plural definite;baroness;the baronesses;;;;"
"1_baronesse;baronesse;baronesser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;baroness;baronesses;;;;"
"1_baronesse;baronesse;baronessen;;substantiv fælleskøn ental bestemt;noun singular definite;baroness;the baroness;;;;"
1_barrikade;barrikade;barrikade;;substantiv;noun;barricade;barricade;;;;
"1_barrikade;barrikade;barrikade;;substantiv fælleskøn;noun;barricade;barricade;;;;"
"1_barrikade;barrikade;barrikaderne;;substantiv fælleskøn flertal bestemt;noun plural definite;barricade;the barricades;;;;"
"1_barrikade;barrikade;barrikader;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;barricade;barricades;;;;"
"1_barrikade;barrikade;barrikaden;;substantiv fælleskøn ental bestemt;noun singular definite;barricade;the barricade;;;;"
1_barsk;barsk;barsk;;adjektiv;adjective;harsh;harsh;;;;
"1_barsk;barsk;barske;;adjektiv flertal;adjective plural;harsh;harsh;;;;"
"1_barsk;barsk;barsk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;harsh;harsh;;;;"
"1_barsk;barsk;barsk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;harsh;harsh;;;;"
"1_barsk;barsk;barskt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;harsh;harsh;;;;"
"1_barsk;barsk;barske;;adjektiv ental bestemt;adjective singular definite;harsh;the harsh;;;;"
"1_barsk;barsk;barske;;adjektiv ental bestemt;adjective singular definite;tough;the tough;;De er nogle barske fyre.;They're tough guys.;"
"1_barsk;barsk;barsk;;adjektiv;adjective;tough;tough;;De er nogle barske fyre.;They're tough guys.;"
"1_barsk;barsk;barske;;adjektiv flertal;adjective plural;tough;tough;;De er nogle barske fyre.;They're tough guys.;"
"1_barsk;barsk;barsk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;tough;tough;;De er nogle barske fyre.;They're tough guys.;"
"1_barsk;barsk;barsk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;tough;tough;;De er nogle barske fyre.;They're tough guys.;"
"1_barsk;barsk;barskt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;tough;tough;;De er nogle barske fyre.;They're tough guys.;"
1_baryton;baryton;baryton;;substantiv;noun;baritone;baritone;;;;
"1_baryton;baryton;baryton;;substantiv fælleskøn;noun;baritone;baritone;;;;"
"1_baryton;baryton;barytonerne;;substantiv fælleskøn flertal bestemt;noun plural definite;baritone;the baritones;;;;"
"1_baryton;baryton;barytoner;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;baritone;baritones;;;;"
"1_baryton;baryton;barytonen;;substantiv fælleskøn ental bestemt;noun singular definite;baritone;the baritone;;;;"
1_basal;basal;basal;;adjektiv;adjective;basic;basic;;;;
"1_basal;basal;basale;;adjektiv flertal;adjective plural;basic;basic;;;;"
"1_basal;basal;basal;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;basic;basic;;;;"
"1_basal;basal;basalt;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;basic;basic;;;;"
"1_basal;basal;basale;;adjektiv ental bestemt;adjective singular definite;basic;the basic;;;;"
"1_basar;basar;basar;;substantiv fælleskøn;noun;bazaar;bazaar;;;;"
"1_basar;basar;basarerne;;substantiv fælleskøn flertal bestemt;noun plural definite;bazaar;the bazaars;;;;"
"1_basar;basar;basarer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;bazaar;bazaars;;;;"
"1_basar;basar;basaren;;substantiv fælleskøn ental bestemt;noun singular definite;bazaar;the bazaar;;;;"
1_basar;basar;basar;;substantiv;noun;fair;fair;;;;
"1_basar;basar;basarerne;;substantiv fælleskøn flertal bestemt;noun plural definite;fair;the fairs;;;;"
"1_basar;basar;basarer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;fair;fairs;;;;"
"1_basar;basar;basaren;;substantiv fælleskøn ental bestemt;noun singular definite;fair;the fair;;;;"
1_basar;basar;basar;;substantiv;noun;market;market;;;;
"1_basar;basar;basarerne;;substantiv fælleskøn flertal bestemt;noun plural definite;market;the markets;;;;"
"1_basar;basar;basarer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;market;markets;;;;"
"1_basar;basar;basaren;;substantiv fælleskøn ental bestemt;noun singular definite;market;the market;;;;"
1_base;base;base;;substantiv;noun;base;base;;;;
"1_base;base;baserne;;substantiv fælleskøn flertal bestemt;noun plural definite;base;the bases;;;;"
"1_base;base;baser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;base;bases;;;;"
"1_base;base;basen;;substantiv fælleskøn ental bestemt;noun singular definite;base;the base;;;;"
"1_basere_noget_på_noget;basere noget på noget;basere noget på noget;;verbum;verb;base something on something;base something on something;;;;"
"1_baseret_på;baseret på;baseret på;;participium;participle;based on;based on;;;;"
"1_basilikum;basilikum;basilikum;;substantiv fælleskøn;noun;basil;basil;;;;"
"1_basilikum;basilikum;basilikummene;;substantiv fælleskøn flertal bestemt;noun plural definite;basil;the basils;;;;"
"1_basilikum;basilikum;basilikummerne;;substantiv fælleskøn flertal bestemt;noun plural definite;basil;the basils;;;;"
"1_basilikum;basilikum;basilikum;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;basil;basils;;;;"
"1_basilikum;basilikum;basilikummer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;basil;basils;;;;"
"1_basilikum;basilikum;basilikummen;;substantiv fælleskøn ental bestemt;noun singular definite;basil;the basil;;;;"
"1_basilisk;basilisk;basilisk;;substantiv fælleskøn;noun;basilisk;basilisk;;;;"
"1_basilisk;basilisk;basiliskerne;;substantiv fælleskøn flertal bestemt;noun plural definite;basilisk;the basilisks;;;;"
"1_basilisk;basilisk;basilisker;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;basilisk;basilisks;;;;"
"1_basilisk;basilisk;basilisken;;substantiv fælleskøn ental bestemt;noun singular definite;basilisk;the basilisk;;;;"
1_basis;basis;basis;;substantiv;noun;base;base;;;;
"1_basis;basis;baserne;;substantiv fælleskøn flertal bestemt;noun plural definite;base;the bases;;;;"
"1_basis;basis;baser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;base;bases;;;;"
"1_basis;basis;basen;;substantiv fælleskøn ental bestemt;noun singular definite;base;the base;;;;"
"1_basis;basis;basis;;substantiv fælleskøn;noun;basis;basis;;Den her teori er funderet på en videnskabelig basis.;This theory was founded on a scientific basis.;"
"1_basis;basis;baserne;;substantiv fælleskøn flertal bestemt;noun plural definite;basis;the bases;;Den her teori er funderet på en videnskabelig basis.;This theory was founded on a scientific basis.;"
"1_basis;basis;baser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;basis;bases;;Den her teori er funderet på en videnskabelig basis.;This theory was founded on a scientific basis.;"
"1_basis;basis;basen;;substantiv fælleskøn ental bestemt;noun singular definite;basis;the basis;;Den her teori er funderet på en videnskabelig basis.;This theory was founded on a scientific basis.;"
"1_basketball;basketball;basketball;;substantiv fælleskøn;noun;basketball;basketball;;Tom spillede basketball med en gruppe venner.;Tom was playing basketball with a group of friends.;"
"1_basketballkurv;basketballkurv;basketballkurv;;substantiv;noun;basketball hoop;basketball hoop;;;;"
"1_basketballspiller;basketballspiller;basketballspiller;;substantiv;noun;basketball player;basketball player;;;;"
"1_basun;basun;basun;;substantiv fælleskøn;noun;trombone;trombone;;;;"
"1_basun;basun;basunerne;;substantiv fælleskøn flertal bestemt;noun plural definite;trombone;the trombones;;;;"
"1_basun;basun;basuner;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;trombone;trombones;;;;"
"1_basun;basun;basunen;;substantiv fælleskøn ental bestemt;noun singular definite;trombone;the trombone;;;;"
"1_basunist;basunist;basunist;;substantiv fælleskøn;noun;trombonist;trombonist;;;;"
"1_basunist;basunist;basunisterne;;substantiv fælleskøn flertal bestemt;noun plural definite;trombonist;the trombonists;;;;"
"1_basunist;basunist;basunister;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;trombonist;trombonists;;;;"
"1_basunist;basunist;basunisten;;substantiv fælleskøn ental bestemt;noun singular definite;trombonist;the trombonist;;;;"
"1_bataljon;bataljon;bataljon;;substantiv fælleskøn;noun;battalion;battalion;;;;"
"1_bataljon;bataljon;bataljonerne;;substantiv fælleskøn flertal bestemt;noun plural definite;battalion;the battalions;;;;"
"1_bataljon;bataljon;bataljoner;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;battalion;battalions;;;;"
"1_bataljon;bataljon;bataljonen;;substantiv fælleskøn ental bestemt;noun singular definite;battalion;the battalion;;;;"
"1_batteri;batteri;batteri;;substantiv intetkøn;noun;battery;battery;;Hvor længe kan dette batteri holde?;How long will this battery last?;"
"1_batteri;batteri;batterierne;;substantiv intetkøn flertal bestemt;noun plural definite;battery;the batteries;;Hvor længe kan dette batteri holde?;How long will this battery last?;"
"1_batteri;batteri;batterier;;substantiv intetkøn flertal ubestemt;noun plural indefinite;battery;batteries;;Hvor længe kan dette batteri holde?;How long will this battery last?;"
"1_batteri;batteri;batteriet;;substantiv intetkøn ental bestemt;noun singular definite;battery;the battery;;Hvor længe kan dette batteri holde?;How long will this battery last?;"
1_batteridrevet;batteridrevet;batteridrevet;;adjektiv;adjective;battery-powered;battery-powered;;;;
"1_bauxit;bauxit;bauxit;;substantiv fælleskøn;noun;bauxite;bauxite;;;;"
"1_bauxit;bauxit;bauxitten;;substantiv fælleskøn ental bestemt;noun singular definite;bauxite;the bauxite;;;;"
1_bayersk;bayersk;bayersk;;adjektiv;adjective;Bavarian;Bavarian;;;;
"1_bayersk;bayersk;bayerske;;adjektiv flertal;adjective plural;Bavarian;Bavarian;;;;"
"1_bayersk;bayersk;bayersk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;Bavarian;Bavarian;;;;"
"1_bayersk;bayersk;bayersk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;Bavarian;Bavarian;;;;"
"1_bayersk;bayersk;bayerske;;adjektiv ental bestemt;adjective singular definite;Bavarian;the Bavarian;;;;"
"1_bazooka;bazooka;bazooka;;substantiv fælleskøn;noun;bazooka;bazooka;;;;"
"1_bazooka;bazooka;bazookaerne;;substantiv fælleskøn flertal bestemt;noun plural definite;bazooka;the bazookas;;;;"
"1_bazooka;bazooka;bazookaer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;bazooka;bazookas;;;;"
"1_bazooka;bazooka;bazookaen;;substantiv fælleskøn ental bestemt;noun singular definite;bazooka;the bazooka;;;;"
1_bearbejde;bearbejde;bearbejde;;verbum;verb;process;process;;;;
1_bebo;bebo;bebo;;verbum;verb;occupy;occupy;;;;
1_beboer;beboer;beboer;;substantiv;noun;inhabitant;inhabitant;;;;
"1_beboer;beboer;beboerne;;substantiv fælleskøn flertal bestemt;noun plural definite;inhabitant;the inhabitants;;;;"
"1_beboer;beboer;beboere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;inhabitant;inhabitants;;;;"
"1_beboer;beboer;beboeren;;substantiv fælleskøn ental bestemt;noun singular definite;inhabitant;the inhabitant;;;;"
"1_beboer;beboer;beboer;;substantiv fælleskøn;noun;resident;resident;;;;"
"1_beboer;beboer;beboerne;;substantiv fælleskøn flertal bestemt;noun plural definite;resident;the residents;;;;"
"1_beboer;beboer;beboere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;resident;residents;;;;"
"1_beboer;beboer;beboeren;;substantiv fælleskøn ental bestemt;noun singular definite;resident;the resident;;;;"
1_beboet;beboet;beboet;;adjektiv,participum;adjective,participle;occupied;occupied;;;;
"1_bebrejde;bebrejde;bebrejde;;verbum;verb;blame;blame;;Kan man bebrejde dem?;Can you blame them?;"
"1_bebrejde;bebrejde;bebrejde;;verbum;verb;blame;blame;;Kan man bebrejde dem?;Can you blame them?;"
"1_bebrejde;bebrejde;bebrejdede;;verbum datid;verb past tense;blame;blamed;;Kan man bebrejde dem?;Can you blame them?;"
"1_bebrejde;bebrejde;bebrejder;;verbum nutid;verb present 3rd person singular;blame;blames;;Kan man bebrejde dem?;Can you blame them?;"
"1_bebrejde;bebrejde;bebrejder;;verbum nutid;verb present non 3rd person;blame;blame;;Kan man bebrejde dem?;Can you blame them?;"
1_bebrejde;bebrejde;bebrejde;;verbum;verb;reproach;reproach;;;;
1_bebrejde;bebrejde;bebrejde;;verbum;verb;reproach;reproach;;;;
"1_bebrejde;bebrejde;bebrejdede;;verbum datid;verb past tense;reproach;reproached;;;;"
"1_bebrejde;bebrejde;bebrejder;;verbum nutid;verb present 3rd person singular;reproach;reproaches;;;;"
"1_bebrejde;bebrejde;bebrejder;;verbum nutid;verb present non 3rd person;reproach;reproach;;;;"
1_bebrejde;bebrejde;bebrejde;;verbum;verb;scold;scold;;;;
"1_bebrejde;bebrejde;bebrejdede;;verbum datid;verb past tense;scold;scolded;;;;"
"1_bebrejde;bebrejde;bebrejder;;verbum nutid;verb present 3rd person singular;scold;scolds;;;;"
"1_bebrejde;bebrejde;bebrejder;;verbum nutid;verb present non 3rd person;scold;scold;;;;"
"1_bebrejdelse;bebrejdelse;bebrejdelse;;substantiv fælleskøn;noun;reproach;reproach;;;;"
"1_bebrejdelse;bebrejdelse;bebrejdelserne;;substantiv fælleskøn flertal bestemt;noun plural definite;reproach;the reproaches;;;;"
"1_bebrejdelse;bebrejdelse;bebrejdelser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;reproach;reproaches;;;;"
"1_bebrejdelse;bebrejdelse;bebrejdelsen;;substantiv fælleskøn ental bestemt;noun singular definite;reproach;the reproach;;;;"
"1_bebyggelse;bebyggelse;bebyggelse;;substantiv fælleskøn;noun;development;development;;;;"
"1_bebyggelse;bebyggelse;bebyggelserne;;substantiv fælleskøn flertal bestemt;noun plural definite;development;the developments;;;;"
"1_bebyggelse;bebyggelse;bebyggelser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;development;developments;;;;"
"1_bebyggelse;bebyggelse;bebyggelsen;;substantiv fælleskøn ental bestemt;noun singular definite;development;the development;;;;"
1_bed;bed;bed;;substantiv;noun;bed;bed;;;;
"1_bed;bed;bedene;;substantiv intetkøn flertal bestemt;noun plural definite;bed;the beds;;;;"
"1_bed;bed;bede;;substantiv intetkøn flertal ubestemt;noun plural indefinite;bed;beds;;;;"
"1_bed;bed;bedet;;substantiv intetkøn ental bestemt;noun singular definite;bed;the bed;;;;"
1_bede;bede;bede;;verbum;verb;beg;beg;;;;
"1_bede;bede;bad;;verbum datid;verb past tense;beg;begged;;;;"
"1_bede;bede;bedede;;verbum datid;verb past tense;beg;begged;;;;"
"1_bede;bede;beder;;verbum nutid;verb present 3rd person singular;beg;begs;;;;"
"1_bede;bede;beder;;verbum nutid;verb present non 3rd person;beg;beg;;;;"
1_bede;bede;bede;;verbum;verb;bid;bid;;;;
"1_bede;bede;bad;;verbum datid;verb past tense;bid;bid;;;;"
"1_bede;bede;bedede;;verbum datid;verb past tense;bid;bid;;;;"
"1_bede;bede;beder;;verbum nutid;verb present 3rd person singular;bid;bids;;;;"
"1_bede;bede;beder;;verbum nutid;verb present non 3rd person;bid;bid;;;;"
"1_bede;bede;bede;;verbum;verb;pray;pray;;Lad os bare bede til at det aldrig sker igen.;Let's just pray this never happens again.;"
"1_bede;bede;bede;;verbum;verb;pray;pray;;Lad os bare bede til at det aldrig sker igen.;Let's just pray this never happens again.;"
"1_bede;bede;bad;;verbum datid;verb past tense;pray;prayed;;Lad os bare bede til at det aldrig sker igen.;Let's just pray this never happens again.;"
"1_bede;bede;bedede;;verbum datid;verb past tense;pray;prayed;;Lad os bare bede til at det aldrig sker igen.;Let's just pray this never happens again.;"
"1_bede;bede;beder;;verbum nutid;verb present 3rd person singular;pray;prays;;Lad os bare bede til at det aldrig sker igen.;Let's just pray this never happens again.;"
"1_bede;bede;beder;;verbum nutid;verb present non 3rd person;pray;pray;;Lad os bare bede til at det aldrig sker igen.;Let's just pray this never happens again.;"
1_bede;bede;bede;;verbum;verb;request;request;;;;
"1_bede;bede;bad;;verbum datid;verb past tense;request;requested;;;;"
"1_bede;bede;bedede;;verbum datid;verb past tense;request;requested;;;;"
"1_bede;bede;beder;;verbum nutid;verb present 3rd person singular;request;requests;;;;"
"1_bede;bede;beder;;verbum nutid;verb present non 3rd person;request;request;;;;"
"1_bede_om;bede om;bede om;;verbum;verb;ask for;ask for;;Tom var ikke bange for at bede om hjælp.;Tom wasn't afraid to ask for help.;"
"1_bedemand;bedemand;bedemand;;substantiv;noun;funeral director;funeral director;;;;"
"1_bedemand;bedemand;bedemændene;;substantiv fælleskøn flertal bestemt;noun plural definite;funeral director;the funeral directors;;;;"
"1_bedemand;bedemand;bedemænd;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;funeral director;funeral directors;;;;"
"1_bedemand;bedemand;bedemanden;;substantiv fælleskøn ental bestemt;noun singular definite;funeral director;the funeral director;;;;"
1_bedemand;bedemand;bedemand;;substantiv;noun;undertaker;undertaker;;;;
"1_bedemand;bedemand;bedemændene;;substantiv fælleskøn flertal bestemt;noun plural definite;undertaker;the undertakers;;;;"
"1_bedemand;bedemand;bedemænd;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;undertaker;undertakers;;;;"
"1_bedemand;bedemand;bedemanden;;substantiv fælleskøn ental bestemt;noun singular definite;undertaker;the undertaker;;;;"
"1_bedemølle;bedemølle;bedemølle;;substantiv fælleskøn;noun;prayer wheel;prayer wheel;;;;"
"1_bedemølle;bedemølle;bedemøllerne;;substantiv fælleskøn flertal bestemt;noun plural definite;prayer wheel;the prayer wheels;;;;"
"1_bedemølle;bedemølle;bedemøller;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;prayer wheel;prayer wheels;;;;"
"1_bedemølle;bedemølle;bedemøllen;;substantiv fælleskøn ental bestemt;noun singular definite;prayer wheel;the prayer wheel;;;;"
"1_bedrag;bedrag;bedrag;;substantiv intetkøn;noun;fraud;fraud;;;;"
1_bedrag;bedrag;bedrag;;substantiv;noun;swindle;swindle;;;;
"1_bedrag;bedrag;bedragene;;substantiv intetkøn flertal bestemt;noun plural definite;swindle;the swindles;;;;"
"1_bedrag;bedrag;bedrag;;substantiv intetkøn flertal ubestemt;noun plural indefinite;swindle;swindles;;;;"
"1_bedrag;bedrag;bedraget;;substantiv intetkøn ental bestemt;noun singular definite;swindle;the swindle;;;;"
1_bedrage;bedrage;bedrage;;verbum;verb;cheat;cheat;;;;
"1_bedrage;bedrage;bedragede;;verbum datid;verb past tense;cheat;cheated;;;;"
"1_bedrage;bedrage;bedrog;;verbum datid;verb past tense;cheat;cheated;;;;"
"1_bedrage;bedrage;bedrager;;verbum nutid;verb present 3rd person singular;cheat;cheats;;;;"
"1_bedrage;bedrage;bedrager;;verbum nutid;verb present non 3rd person;cheat;cheat;;;;"
1_bedrage;bedrage;bedrage;;verbum;verb;deceive;deceive;;;;
1_bedrage;bedrage;bedrage;;verbum;verb;deceive;deceive;;;;
"1_bedrage;bedrage;bedragede;;verbum datid;verb past tense;deceive;deceived;;;;"
"1_bedrage;bedrage;bedrog;;verbum datid;verb past tense;deceive;deceived;;;;"
"1_bedrage;bedrage;bedrager;;verbum nutid;verb present 3rd person singular;deceive;deceives;;;;"
"1_bedrage;bedrage;bedrager;;verbum nutid;verb present non 3rd person;deceive;deceive;;;;"
"1_bedrageri;bedrageri;bedrageri;;substantiv intetkøn;noun;fraud;fraud;;;;"
"1_bedrageri;bedrageri;bedragerierne;;substantiv intetkøn flertal bestemt;noun plural definite;fraud;the frauds;;;;"
"1_bedrageri;bedrageri;bedragerier;;substantiv intetkøn flertal ubestemt;noun plural indefinite;fraud;frauds;;;;"
"1_bedrageri;bedrageri;bedrageriet;;substantiv intetkøn ental bestemt;noun singular definite;fraud;the fraud;;;;"
1_bedrageri;bedrageri;bedrageri;;substantiv;noun;swindle;swindle;;;;
"1_bedrageri;bedrageri;bedragerierne;;substantiv intetkøn flertal bestemt;noun plural definite;swindle;the swindles;;;;"
"1_bedrageri;bedrageri;bedragerier;;substantiv intetkøn flertal ubestemt;noun plural indefinite;swindle;swindles;;;;"
"1_bedrageri;bedrageri;bedrageriet;;substantiv intetkøn ental bestemt;noun singular definite;swindle;the swindle;;;;"
"1_bedre;bedre;bedre;;adjektiv;adjective;better;better;;Jeg kan bedre lide kaffe.;I like coffee better.;"
1_bedre_at_være_forudseende,"_end_at_være_bagklog;bedre at være forudseende"," end at være bagklog;bedre at være forudseende"," end at være bagklog;talemåde;;;stitch in time saves nine;stitch in time saves nine;idiom;;;"
"1_bedre_halvdel;bedre halvdel;bedre halvdel;talemåde;;;better half;better half;idiom;;;"
"1_bedre_halvdel;bedre halvdel;bedre halvdel;talemåde;;;significant other;significant other;idiom;;;"
"1_bedre_sent_end_aldrig;bedre sent end aldrig;bedre sent end aldrig;talemåde;;;better late than never;better late than never;idiom;;;"
"1_bedrift;bedrift;bedrift;;substantiv fælleskøn;noun;achievement;achievement;;;;"
"1_bedrift;bedrift;bedrifterne;;substantiv fælleskøn flertal bestemt;noun plural definite;achievement;the achievements;;;;"
"1_bedrift;bedrift;bedrifter;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;achievement;achievements;;;;"
"1_bedrift;bedrift;bedriften;;substantiv fælleskøn ental bestemt;noun singular definite;achievement;the achievement;;;;"
1_bedring;bedring;bedring;;substantiv;noun;progress;progress;;;;
"1_bedring;bedring;bedringerne;;substantiv fælleskøn flertal bestemt;noun plural definite;progress;the progresses;;;;"
"1_bedring;bedring;bedringer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;progress;progresses;;;;"
"1_bedring;bedring;bedringen;;substantiv fælleskøn ental bestemt;noun singular definite;progress;the progress;;;;"
"1_bedrøvelse;bedrøvelse;bedrøvelse;;substantiv fælleskøn;noun;sorrow;sorrow;;;;"
"1_bedrøvelse;bedrøvelse;bedrøvelsen;;substantiv fælleskøn ental bestemt;noun singular definite;sorrow;the sorrow;;;;"
1_bedrøvet;bedrøvet;bedrøvet;;adjektiv;adjective;dismal;dismal;;;;
1_bedrøvet;bedrøvet;bedrøvet;;adjektiv;adjective;dreary;dreary;;;;
1_bedrøvet;bedrøvet;bedrøvet;;adjektiv;adjective;miserable;miserable;;;;
1_bedrøvet;bedrøvet;bedrøvet;;adjektiv;adjective;sad;sad;;;;
1_bedst;bedst;bedst;;adjektiv,adverbium;adjective,"adverb;best;best;;Paris er bedst om efteråret.;Paris is best in autumn.;"
"1_bedste;bedste;bedste;;substantiv fælleskøn;noun;grandma;grandma;;;;"
"1_bedste_ting_siden_skiveskåret_brød;bedste ting siden skiveskåret brød;bedste ting siden skiveskåret brød;talemåde;;;best thing since sliced bread;best thing since sliced bread;idiom;;;"
"1_bedstefader;bedstefader;bedstefader;;substantiv fælleskøn;noun;grandfather;grandfather;;;;"
