"1_A4-format;A4-format;A4-format;;substantiv intetkøn;noun;A4 format;A4 format;;;;"
"1_ambolt;ambolt;ambolte;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;anvil;anvils;;;;"
"1_ambolt;ambolt;ambolten;;substantiv fælleskøn ental bestemt;noun singular definite;anvil;the anvil;;;;"
"1_ambrosia;ambrosia;ambrosia;;substantiv fælleskøn;noun;ambrosia;ambrosia;;Tom forsøgte at stjæle gudernes nektar og ambrosia.;Tom tried to steal the gods' nectar and ambrosia.;"
"1_ambrosia;ambrosia;ambrosiaen;;substantiv fælleskøn ental bestemt;noun singular definite;ambrosia;the ambrosia;;Tom forsøgte at stjæle gudernes nektar og ambrosia.;Tom tried to steal the gods' nectar and ambrosia.;"
"1_ambulance;ambulance;ambulance;;substantiv fælleskøn;noun;ambulance;ambulance;;Vi har brug for en ambulance.;We need an ambulance.;"
"1_ambulance;ambulance;ambulancerne;;substantiv fælleskøn flertal bestemt;noun plural definite;ambulance;the ambulances;;Vi har brug for en ambulance.;We need an ambulance.;"
"1_ambulance;ambulance;ambulancer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;ambulance;ambulances;;Vi har brug for en ambulance.;We need an ambulance.;"
"1_ambulance;ambulance;ambulancen;;substantiv fælleskøn ental bestemt;noun singular definite;ambulance;the ambulance;;Vi har brug for en ambulance.;We need an ambulance.;"
"1_Amerika;Amerika;Amerika;;substantiv;noun;America;America;;Han vendte tilbage fra Amerika.;He came back from America.;"
"1_amerikaner;amerikaner;amerikaner;;substantiv fælleskøn;noun;American;American;;Jeg er amerikaner.;I am American.;"
"1_amerikaner;amerikaner;amerikanerne;;substantiv fælleskøn flertal bestemt;noun plural definite;American;the Americans;;Jeg er amerikaner.;I am American.;"
"1_amerikaner;amerikaner;amerikanere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;American;Americans;;Jeg er amerikaner.;I am American.;"
"1_amerikaner;amerikaner;amerikaneren;;substantiv fælleskøn ental bestemt;noun singular definite;American;the American;;Jeg er amerikaner.;I am American.;"
"1_amerikaner;amerikaner;amerikaner;;substantiv;noun;US citizen;US citizen;;;;"
"1_amerikansk;amerikansk;amerikansk;;adjektiv;adjective;American;American;;Jeg har en stor bogsamling med amerikansk litteratur.;I have a large library on American literature.;"
"1_amerikansk;amerikansk;amerikanske;;adjektiv flertal;adjective plural;American;American;;Jeg har en stor bogsamling med amerikansk litteratur.;I have a large library on American literature.;"
"1_amerikansk;amerikansk;amerikansk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;American;American;;Jeg har en stor bogsamling med amerikansk litteratur.;I have a large library on American literature.;"
"1_amerikansk;amerikansk;amerikansk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;American;American;;Jeg har en stor bogsamling med amerikansk litteratur.;I have a large library on American literature.;"
"1_amerikansk;amerikansk;amerikanske;;adjektiv ental bestemt;adjective singular definite;American;the American;;Jeg har en stor bogsamling med amerikansk litteratur.;I have a large library on American literature.;"
"1_amerikansk_fodbold;amerikansk fodbold;amerikansk fodbold;;substantiv;noun;American football;American football;;Jeg ser ikke amerikansk fodbold.;I don't watch American football.;"
"1_Amerikas_Forenede_Stater;Amerikas Forenede Stater;Amerikas Forenede Stater;;substantiv flertal;noun;United States of America;United States of America;;;;"
"1_ametyst;ametyst;ametyst;;substantiv fælleskøn;noun;amethyst;amethyst;;;;"
"1_ametyst;ametyst;ametysterne;;substantiv fælleskøn flertal bestemt;noun plural definite;amethyst;the amethysts;;;;"
"1_ametyst;ametyst;ametyster;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;amethyst;amethysts;;;;"
"1_ametyst;ametyst;ametysten;;substantiv fælleskøn ental bestemt;noun singular definite;amethyst;the amethyst;;;;"
1_amfetamin;amfetamin;amfetamin;;substantiv;noun;amphetamine;amphetamine;;;;
"1_amfibium;amfibium;amfibium;;substantiv intetkøn;noun;amphibian;amphibian;;;;"
"1_amfibium;amfibium;amfibierne;;substantiv intetkøn flertal bestemt;noun plural definite;amphibian;the amphibians;;;;"
"1_amfibium;amfibium;amfibier;;substantiv intetkøn flertal ubestemt;noun plural indefinite;amphibian;amphibians;;;;"
"1_amfibium;amfibium;amfibiet;;substantiv intetkøn ental bestemt;noun singular definite;amphibian;the amphibian;;;;"
"1_amfiteater;amfiteater;amfiteater;amerikansk;substantiv intetkøn;noun;amphitheater;amphitheater;american;;;"
"1_amfiteater;amfiteater;amfiteater;;substantiv intetkøn;noun;amphitheatre;amphitheatre;;;;"
"1_amfiteater;amfiteater;amfiteatrene;;substantiv intetkøn flertal bestemt;noun plural definite;amphitheatre;the amphitheaters;;;;"
"1_amfiteater;amfiteater;amfiteatre;;substantiv intetkøn flertal ubestemt;noun plural indefinite;amphitheatre;amphitheaters;;;;"
"1_amfiteater;amfiteater;amfiteateret;;substantiv intetkøn ental bestemt;noun singular definite;amphitheatre;the amphitheater;;;;"
"1_amfiteater;amfiteater;amfiteatret;;substantiv intetkøn ental bestemt;noun singular definite;amphitheatre;the amphitheater;;;;"
"1_aminosyre;aminosyre;aminosyre;;substantiv fælleskøn;noun;amino acid;amino acid;;;;"
"1_aminosyre;aminosyre;aminosyrerne;;substantiv fælleskøn flertal bestemt;noun plural definite;amino acid;the amino acids;;;;"
"1_aminosyre;aminosyre;aminosyrer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;amino acid;amino acids;;;;"
"1_aminosyre;aminosyre;aminosyren;;substantiv fælleskøn ental bestemt;noun singular definite;amino acid;the amino acid;;;;"
"1_ammoniak;ammoniak;ammoniak;;substantiv fælleskøn;noun;ammonia;ammonia;;;;"
"1_ammoniak;ammoniak;ammoniakken;;substantiv fælleskøn ental bestemt;noun singular definite;ammonia;the ammonia;;;;"
"1_ammunition;ammunition;ammunition;;substantiv fælleskøn;noun;ammunition;ammunition;;;;"
1_amnesti;amnesti;amnesti;;substantiv;noun;amnesty;amnesty;;;;
1_amnesti;amnesti;amnesti;;substantiv;noun;amnesty;amnesty;;;;
"1_amnesti;amnesti;amnestierne;;substantiv fælleskøn flertal bestemt;noun plural definite;amnesty;the amnesties;;;;"
"1_amnesti;amnesti;amnestierne;;substantiv intetkøn flertal bestemt;noun plural definite;amnesty;the amnesties;;;;"
"1_amnesti;amnesti;amnestier;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;amnesty;amnesties;;;;"
"1_amnesti;amnesti;amnestier;;substantiv intetkøn flertal ubestemt;noun plural indefinite;amnesty;amnesties;;;;"
"1_amnesti;amnesti;amnestien;;substantiv fælleskøn ental bestemt;noun singular definite;amnesty;the amnesty;;;;"
"1_amnesti;amnesti;amnestiet;;substantiv intetkøn ental bestemt;noun singular definite;amnesty;the amnesty;;;;"
1_amorf;amorf;amorf;;adjektiv;adjective;amorphous;amorphous;;;;
"1_amorf;amorf;amorfe;;adjektiv flertal;adjective plural;amorphous;amorphous;;;;"
"1_amorf;amorf;amorf;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;amorphous;amorphous;;;;"
"1_amorf;amorf;amorft;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;amorphous;amorphous;;;;"
"1_amorf;amorf;amorfe;;adjektiv ental bestemt;adjective singular definite;amorphous;the amorphous;;;;"
"1_ampere;ampere;ampere;;substantiv fælleskøn;noun;ampere;ampere;;;;"
"1_ampul;ampul;ampul;;substantiv fælleskøn;noun;ampoule;ampoule;;;;"
"1_ampul;ampul;ampullerne;;substantiv fælleskøn flertal bestemt;noun plural definite;ampoule;the ampoules;;;;"
"1_ampul;ampul;ampuller;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;ampoule;ampoules;;;;"
"1_ampul;ampul;ampullen;;substantiv fælleskøn ental bestemt;noun singular definite;ampoule;the ampoule;;;;"
1_ampul;ampul;ampul;;substantiv;noun;bulb;bulb;;;;
"1_ampul;ampul;ampullerne;;substantiv fælleskøn flertal bestemt;noun plural definite;bulb;the bulbs;;;;"
"1_ampul;ampul;ampuller;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;bulb;bulbs;;;;"
"1_ampul;ampul;ampullen;;substantiv fælleskøn ental bestemt;noun singular definite;bulb;the bulb;;;;"
"1_amputere;amputere;amputere;;verbum;verb;amputate;amputate;;Kirurgen amputerede det forkerte ben.;The surgeon amputated the wrong leg.;"
"1_amputere;amputere;amputere;;verbum;verb;amputate;amputate;;Kirurgen amputerede det forkerte ben.;The surgeon amputated the wrong leg.;"
"1_amputere;amputere;amputerede;;verbum datid;verb past tense;amputate;amputated;;Kirurgen amputerede det forkerte ben.;The surgeon amputated the wrong leg.;"
"1_amputere;amputere;amputerer;;verbum nutid;verb present 3rd person singular;amputate;amputates;;Kirurgen amputerede det forkerte ben.;The surgeon amputated the wrong leg.;"
"1_amputere;amputere;amputerer;;verbum nutid;verb present non 3rd person;amputate;amputate;;Kirurgen amputerede det forkerte ben.;The surgeon amputated the wrong leg.;"
"1_anakronisme;anakronisme;anakronisme;;substantiv fælleskøn;noun;anachronism;anachronism;;;;"
"1_anakronisme;anakronisme;anakronismerne;;substantiv fælleskøn flertal bestemt;noun plural definite;anachronism;the anachronisms;;;;"
"1_anakronisme;anakronisme;anakronismer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;anachronism;anachronisms;;;;"
"1_anakronisme;anakronisme;anakronismen;;substantiv fælleskøn ental bestemt;noun singular definite;anachronism;the anachronism;;;;"
"1_analyse;analyse;analyse;;substantiv fælleskøn;noun;analysis;analysis;;Hans analyse af årsagerne til opstanden var korrekt.;His analysis of the causes of the uprising was correct.;"
"1_analyse;analyse;analyserne;;substantiv fælleskøn flertal bestemt;noun plural definite;analysis;the analyses;;Hans analyse af årsagerne til opstanden var korrekt.;His analysis of the causes of the uprising was correct.;"
"1_analyse;analyse;analyser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;analysis;analyses;;Hans analyse af årsagerne til opstanden var korrekt.;His analysis of the causes of the uprising was correct.;"
"1_analyse;analyse;analysen;;substantiv fælleskøn ental bestemt;noun singular definite;analysis;the analysis;;Hans analyse af årsagerne til opstanden var korrekt.;His analysis of the causes of the uprising was correct.;"
1_analysere;analysere;analysere;britisk;verbum;verb;analyse;analyse;british;;;
1_analysere;analysere;analysere;amerikansk;verbum;verb;analyze;analyze;american;;;
"1_analytiker;analytiker;analytiker;;substantiv fælleskøn;noun;analyst;analyst;;;;"
"1_analytiker;analytiker;analytikerne;;substantiv fælleskøn flertal bestemt;noun plural definite;analyst;the analysts;;;;"
"1_analytiker;analytiker;analytikere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;analyst;analysts;;;;"
"1_analytiker;analytiker;analytikeren;;substantiv fælleskøn ental bestemt;noun singular definite;analyst;the analyst;;;;"
1_analytisk;analytisk;analytisk;;adjektiv;adjective;analytical;analytical;;;;
"1_analytisk;analytisk;analytiske;;adjektiv flertal;adjective plural;analytical;analytical;;;;"
"1_analytisk;analytisk;analytisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;analytical;analytical;;;;"
"1_analytisk;analytisk;analytisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;analytical;analytical;;;;"
"1_analytisk;analytisk;analytiske;;adjektiv ental bestemt;adjective singular definite;analytical;the analytical;;;;"
"1_analytisk_geometri;analytisk geometri;analytisk geometri;;substantiv fælleskøn;noun;analytic geometry;analytic geometry;;;;"
"1_ananas;ananas;ananas;;substantiv fælleskøn;noun;pineapple;pineapple;;;;"
"1_ananas;ananas;ananassene;;substantiv fælleskøn flertal bestemt;noun plural definite;pineapple;the pineapples;;;;"
"1_ananas;ananas;ananasserne;;substantiv fælleskøn flertal bestemt;noun plural definite;pineapple;the pineapples;;;;"
"1_ananas;ananas;ananas;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;pineapple;pineapples;;;;"
"1_ananas;ananas;ananasser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;pineapple;pineapples;;;;"
"1_ananas;ananas;ananassen;;substantiv fælleskøn ental bestemt;noun singular definite;pineapple;the pineapple;;;;"
"1_ananassaft;ananassaft;ananassaft;;substantiv fælleskøn;noun;pineapple juice;pineapple juice;;;;"
"1_anarki;anarki;anarki;;substantiv intetkøn;noun;anarchy;anarchy;;;;"
"1_anarki;anarki;anarkiet;;substantiv intetkøn ental bestemt;noun singular definite;anarchy;the anarchy;;;;"
1_anarkisk;anarkisk;anarkisk;;adjektiv;adjective;anarchic;anarchic;;;;
"1_anarkisk;anarkisk;anarkiske;;adjektiv flertal;adjective plural;anarchic;anarchic;;;;"
"1_anarkisk;anarkisk;anarkisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;anarchic;anarchic;;;;"
"1_anarkisk;anarkisk;anarkisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;anarchic;anarchic;;;;"
"1_anarkisk;anarkisk;anarkiske;;adjektiv ental bestemt;adjective singular definite;anarchic;the anarchic;;;;"
"1_anarkisme;anarkisme;anarkisme;;substantiv fælleskøn;noun;anarchism;anarchism;;;;"
"1_anarkisme;anarkisme;anarkismen;;substantiv fælleskøn ental bestemt;noun singular definite;anarchism;the anarchism;;;;"
"1_anarkist;anarkist;anarkist;;substantiv fælleskøn;noun;anarchist;anarchist;;Tom siger at han er anarkist"," men jeg har aldrig set ham tage opvasken.;Tom says he's an anarchist"," but I've never seen him do the dishes.;"
"1_anarkist;anarkist;anarkisterne;;substantiv fælleskøn flertal bestemt;noun plural definite;anarchist;the anarchists;;Tom siger at han er anarkist"," men jeg har aldrig set ham tage opvasken.;Tom says he's an anarchist"," but I've never seen him do the dishes.;"
"1_anarkist;anarkist;anarkister;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;anarchist;anarchists;;Tom siger at han er anarkist"," men jeg har aldrig set ham tage opvasken.;Tom says he's an anarchist"," but I've never seen him do the dishes.;"
"1_anarkist;anarkist;anarkisten;;substantiv fælleskøn ental bestemt;noun singular definite;anarchist;the anarchist;;Tom siger at han er anarkist"," men jeg har aldrig set ham tage opvasken.;Tom says he's an anarchist"," but I've never seen him do the dishes.;"
1_anarkistisk;anarkistisk;anarkistisk;;adjektiv;adjective;anarchistic;anarchistic;;;;
"1_anarkistisk;anarkistisk;anarkistiske;;adjektiv flertal;adjective plural;anarchistic;anarchistic;;;;"
"1_anarkistisk;anarkistisk;anarkistisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;anarchistic;anarchistic;;;;"
"1_anarkistisk;anarkistisk;anarkistisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;anarchistic;anarchistic;;;;"
"1_anarkistisk;anarkistisk;anarkistiske;;adjektiv ental bestemt;adjective singular definite;anarchistic;the anarchistic;;;;"
"1_anatom;anatom;anatom;;substantiv fælleskøn;noun;anatomist;anatomist;;;;"
"1_anatom;anatom;anatomerne;;substantiv fælleskøn flertal bestemt;noun plural definite;anatomist;the anatomists;;;;"
"1_anatom;anatom;anatomer;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;anatomist;anatomists;;;;"
"1_anatom;anatom;anatomen;;substantiv fælleskøn ental bestemt;noun singular definite;anatomist;the anatomist;;;;"
1_anatomisk;anatomisk;anatomisk;;adjektiv;adjective;anatomical;anatomical;;;;
1_anbefale;anbefale;anbefale;;verbum;verb;advise;advise;;;;
"1_anbefale;anbefale;anbefale;;verbum;verb;recommend;recommend;;Jeg kan anbefale et godt hotel.;I can recommend a good hotel.;"
1_anbefalet;anbefalet;anbefalet;;adjektiv,participum;adjective,participle;recommended;recommended;;;;
"1_anbefalet_brev;anbefalet brev;anbefalet brev;;substantiv;noun;registered letter;registered letter;;;;"
"1_anbefaling;anbefaling;anbefaling;;substantiv fælleskøn;noun;recommendation;recommendation;;;;"
"1_anbefaling;anbefaling;anbefalingerne;;substantiv fælleskøn flertal bestemt;noun plural definite;recommendation;the recommendations;;;;"
"1_anbefaling;anbefaling;anbefalinger;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;recommendation;recommendations;;;;"
"1_anbefaling;anbefaling;anbefalingen;;substantiv fælleskøn ental bestemt;noun singular definite;recommendation;the recommendation;;;;"
"1_and;and;and;;substantiv fælleskøn;noun;duck;duck;;Det ligner en and.;It looks like a duck.;"
"1_and;and;ænderne;;substantiv fælleskøn flertal bestemt;noun plural definite;duck;the duck;;Det ligner en and.;It looks like a duck.;"
"1_and;and;ænder;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;duck;duck;;Det ligner en and.;It looks like a duck.;"
"1_and;and;anden;;substantiv fælleskøn ental bestemt;noun singular definite;duck;the duck;;Det ligner en and.;It looks like a duck.;"
"1_andebestand;andebestand;andebestand;;substantiv;noun;duck population;duck population;;;;"
"1_andefedt;andefedt;andefedt;;substantiv;noun;duck fat;duck fat;;;;"
"1_andel;andel;andel;;substantiv fælleskøn;noun;share;share;;;;"
"1_andel;andel;andelene;;substantiv fælleskøn flertal bestemt;noun plural definite;share;the shares;;;;"
"1_andel;andel;andele;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;share;shares;;;;"
"1_andel;andel;andelen;;substantiv fælleskøn ental bestemt;noun singular definite;share;the share;;;;"
"1_andel;andel;andel;;substantiv fælleskøn;noun;stake;stake;;;;"
"1_andel;andel;andelene;;substantiv fælleskøn flertal bestemt;noun plural definite;stake;the stakes;;;;"
"1_andel;andel;andele;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;stake;stakes;;;;"
"1_andel;andel;andelen;;substantiv fælleskøn ental bestemt;noun singular definite;stake;the stake;;;;"
"1_anden;anden;anden;;adjektiv;adjective;other;other;;Jeg mødte ham den anden dag.;I met him the other day.;"
"1_anden;anden;anden;;;;second;second;;Den første gruppe studerer om morgenen"," den anden om aftenen.;The first group studies in the morning"," and the second group studies in the afternoon.;"
"1_anden_juledag;anden juledag;anden juledag;britisk;substantiv fælleskøn;noun;Boxing Day;Boxing Day;british;;;"
"1_andengradsligning;andengradsligning;andengradsligning;;substantiv;noun;quadratic equation;quadratic equation;;;;"
"1_andenplads;andenplads;andenplads;;substantiv fælleskøn;noun;second place;second place;;;;"
"1_andenudgave;andenudgave;andenudgave;;substantiv;noun;second edition;second edition;;;;"
"1_anderledes;anderledes;anderledes;;adjektiv;adjective;different;different;;Gid jeg var anderledes!;I wish I were different.;"
"1_anderledes;anderledes;anderledes;;adjektiv flertal;adjective plural;different;different;;Gid jeg var anderledes!;I wish I were different.;"
"1_anderledes;anderledes;anderledes;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;different;different;;Gid jeg var anderledes!;I wish I were different.;"
"1_anderledes;anderledes;anderledes;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;different;different;;Gid jeg var anderledes!;I wish I were different.;"
"1_anderledes;anderledes;anderledes;;adjektiv ental bestemt;adjective singular definite;different;the different;;Gid jeg var anderledes!;I wish I were different.;"
"1_andet;andet;andet;;tal;number;second;second;;Hvad er dit andet spørgsmål?;What is your second question?;"
1_andetsteds;andetsteds;andetsteds;;adverbium;adverb;elsewhere;elsewhere;;;;
"1_andre;andre;andre;;pronomen;pronoun;others;others;;Denne blomst er gul"," men alle de andre er blå.;This flower is yellow"," but all the others are blue.;"
"1_ane_uråd;ane uråd;ane uråd;talemåde;;;smell a rat;smell a rat;idiom;;;"
1_anerkende;anerkende;anerkende;;verbum;verb;acknowledge;acknowledge;;;;
1_anerkende;anerkende;anerkende;britisk;verbum;verb;recognise;recognise;british;;;
1_anerkende;anerkende;anerkende;;verbum;verb;recognize;recognize;;;;
"1_anerkendelse;anerkendelse;anerkendelse;;substantiv fælleskøn;noun;recognition;recognition;;;;"
"1_anerkendelse;anerkendelse;anerkendelserne;;substantiv fælleskøn flertal bestemt;noun plural definite;recognition;the recognitions;;;;"
"1_anerkendelse;anerkendelse;anerkendelser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;recognition;recognitions;;;;"
"1_anerkendelse;anerkendelse;anerkendelsen;;substantiv fælleskøn ental bestemt;noun singular definite;recognition;the recognition;;;;"
1_anerkendt;anerkendt;anerkendt;britisk;adjektiv,participum;adjective,participle;recognised;recognised;british;;;
1_anerkendt;anerkendt;anerkendt;;adjektiv,participum;adjective,participle;recognized;recognized;;;;
"1_anfald;anfald;anfald;;substantiv intetkøn;noun;attack;attack;;;;"
"1_anfald;anfald;anfaldene;;substantiv intetkøn flertal bestemt;noun plural definite;attack;the attacks;;;;"
"1_anfald;anfald;anfald;;substantiv intetkøn flertal ubestemt;noun plural indefinite;attack;attacks;;;;"
"1_anfald;anfald;anfaldet;;substantiv intetkøn ental bestemt;noun singular definite;attack;the attack;;;;"
"1_anførelsestegn;anførelsestegn;anførelsestegn;;substantiv;noun;quotation mark;quotation mark;;;;"
"1_anfører;anfører;anfører;;substantiv fælleskøn;noun;leader;leader;;;;"
"1_anfører;anfører;anførerne;;substantiv fælleskøn flertal bestemt;noun plural definite;leader;the leaders;;;;"
"1_anfører;anfører;anførere;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;leader;leaders;;;;"
"1_anfører;anfører;anføreren;;substantiv fælleskøn ental bestemt;noun singular definite;leader;the leader;;;;"
1_angelsaksisk;angelsaksisk;angelsaksisk;;adjektiv;adjective;Anglo-Saxon;Anglo-Saxon;;;;
"1_angelsaksisk;angelsaksisk;angelsaksiske;;adjektiv flertal;adjective plural;Anglo-Saxon;Anglo-Saxon;;;;"
"1_angelsaksisk;angelsaksisk;angelsaksisk;;adjektiv fælleskøn ental ubestemt;adjective singular indefinite;Anglo-Saxon;Anglo-Saxon;;;;"
"1_angelsaksisk;angelsaksisk;angelsaksisk;;adjektiv intetkøn ental ubestemt;adjective singular indefinite;Anglo-Saxon;Anglo-Saxon;;;;"
"1_angelsaksisk;angelsaksisk;angelsaksiske;;adjektiv ental bestemt;adjective singular definite;Anglo-Saxon;the Anglo-Saxon;;;;"
1_angive;angive;angive;;verbum;verb;accuse;accuse;;;;
"1_angive;angive;angav;;verbum datid;verb past tense;accuse;accused;;;;"
"1_angive;angive;angiver;;verbum nutid;verb present 3rd person singular;accuse;accuses;;;;"
"1_angive;angive;angiver;;verbum nutid;verb present non 3rd person;accuse;accuse;;;;"
1_angive;angive;angive;;verbum;verb;denounce;denounce;;;;
"1_angive;angive;angav;;verbum datid;verb past tense;denounce;denounced;;;;"
"1_angive;angive;angiver;;verbum nutid;verb present 3rd person singular;denounce;denounces;;;;"
"1_angive;angive;angiver;;verbum nutid;verb present non 3rd person;denounce;denounce;;;;"
1_angive;angive;angive;;verbum;verb;indicate;indicate;;;;
"1_angive;angive;angav;;verbum datid;verb past tense;indicate;indicated;;;;"
"1_angive;angive;angiver;;verbum nutid;verb present 3rd person singular;indicate;indicates;;;;"
"1_angive;angive;angiver;;verbum nutid;verb present non 3rd person;indicate;indicate;;;;"
1_angive;angive;angive;;verbum;verb;suggest;suggest;;;;
"1_angive;angive;angav;;verbum datid;verb past tense;suggest;suggested;;;;"
"1_angive;angive;angiver;;verbum nutid;verb present 3rd person singular;suggest;suggests;;;;"
"1_angive;angive;angiver;;verbum nutid;verb present non 3rd person;suggest;suggest;;;;"
1_angiveligt;angiveligt;angiveligt;;adverbium;adverb;apparently;apparently;;;;
1_angivelse;angivelse;angivelse;;substantiv;noun;declaration;declaration;;;;
"1_angivelse;angivelse;angivelserne;;substantiv fælleskøn flertal bestemt;noun plural definite;declaration;the declarations;;;;"
"1_angivelse;angivelse;angivelser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;declaration;declarations;;;;"
"1_angivelse;angivelse;angivelsen;;substantiv fælleskøn ental bestemt;noun singular definite;declaration;the declaration;;;;"
1_angivelse;angivelse;angivelse;;substantiv;noun;proclamation;proclamation;;;;
"1_angivelse;angivelse;angivelserne;;substantiv fælleskøn flertal bestemt;noun plural definite;proclamation;the proclamations;;;;"
"1_angivelse;angivelse;angivelser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;proclamation;proclamations;;;;"
"1_angivelse;angivelse;angivelsen;;substantiv fælleskøn ental bestemt;noun singular definite;proclamation;the proclamation;;;;"
1_angivelse;angivelse;angivelse;;substantiv;noun;statement;statement;;;;
"1_angivelse;angivelse;angivelserne;;substantiv fælleskøn flertal bestemt;noun plural definite;statement;the statements;;;;"
"1_angivelse;angivelse;angivelser;;substantiv fælleskøn flertal ubestemt;noun plural indefinite;statement;statements;;;;"
"1_angivelse;angivelse;angivelsen;;substantiv fælleskøn ental bestemt;noun singular definite;statement;the statement;;;;"
1_anglikansk;anglikansk;anglikansk;;adjektiv;adjective;Anglican;Anglican;;;;
1_angre;angre;angre;;verbum;verb;repent;repent;;;;
"1_angreb;angreb;angreb;;substantiv intetkøn;noun;attack;attack;;Jorden er under angreb fra rumvæsener.;The Earth is under attack by alien invaders.;"
"1_angreb;angreb;angrebene;;substantiv intetkøn flertal bestemt;noun plural definite;attack;the attacks;;Jorden er under angreb fra rumvæsener.;The Earth is under attack by alien invaders.;"
"1_angreb;angreb;angreb;;substantiv intetkøn flertal ubestemt;noun plural indefinite;attack;attacks;;Jorden er under angreb fra rumvæsener.;The Earth is under attack by alien invaders.;"
"1_angreb;angreb;angrebet;;substantiv intetkøn ental bestemt;noun singular definite;attack;the attack;;Jorden er under angreb fra rumvæsener.;The Earth is under attack by alien invaders.;"
1_angribe;angribe;angribe;;verbum;verb;affect;affect;;;;
1_angribe;angribe;angribe;;verbum;verb;assault;assault;;;;
"1_angribe;angribe;angreb;;verbum datid;verb past tense;assault;assaulted;;;;"
"1_angribe;angribe;angriber;;verbum nutid;verb present 3rd person singular;assault;assaults;;;;"
"1_angribe;angribe;angriber;;verbum nutid;verb present non 3rd person;assault;assault;;;;"
"1_angribe;angribe;angribe;;verbum;verb;attack;attack;;Der er flere måder"," vi kan angribe dette problem på.;There are several ways we could attack this problem.;"
"1_angribe;angribe;angribe;;verbum;verb;attack;attack;;Der er flere måder"," vi kan angribe dette problem på.;There are several ways we could attack this problem.;"
"1_angribe;angribe;angreb;;verbum datid;verb past tense;attack;attacked;;Der er flere måder"," vi kan angribe dette problem på.;There are several ways we could attack this problem.;"
"1_angribe;angribe;angriber;;verbum nutid;verb present 3rd person singular;attack;attacks;;Der er flere måder"," vi kan angribe dette problem på.;There are several ways we could attack this problem.;"
"1_angribe;angribe;angriber;;verbum nutid;verb present non 3rd person;attack;attack;;Der er flere måder"," vi kan angribe dette problem på.;There are several ways we could attack this problem.;"
1_angst;angst;angst;;substantiv;noun;agony;agony;;;;
"1_angst;angst;angsten;;substantiv fælleskøn ental bestemt;noun singular definite;agony;the agony;;;;"
1_angst;angst;angst;;substantiv;noun;anguish;anguish;;;;
"1_angst;angst;angsten;;substantiv fælleskøn ental bestemt;noun singular definite;anguish;the anguish;;;;"
"1_angst;angst;angst;;substantiv;noun;fear;fear;;Helen skreg af angst.;Helen screamed in fear.;"
"1_angst;angst;angst;;substantiv fælleskøn;noun;fear;fear;;Helen skreg af angst.;Helen screamed in fear.;"
"1_angst;angst;angsten;;substantiv fælleskøn ental bestemt;noun singular definite;fear;the fear;;Helen skreg af angst.;Helen screamed in fear.;"
1_angst;angst;angst;;substantiv;noun;fright;fright;;;;
"1_angst;angst;angsten;;substantiv fælleskøn ental bestemt;noun singular definite;fright;the fright;;;;"
1_angå;angå;angå;;verbum;verb;concern;concern;;;;
1_angå;angå;angå;;verbum;verb;concern;concern;;;;
"1_angå;angå;angik;;verbum datid;verb past tense;concern;concerned;;;;"
"1_angå;angå;angår;;verbum nutid;verb present 3rd person singular;concern;concerns;;;;"
"1_angå;angå;angår;;verbum nutid;verb present non 3rd person;concern;concern;;;;"
"1_angående;angående;angående;;præposition;preposition;concerning;concerning;;Jeg er her angående bilen.;I am here concerning the car.;"
